site_name,site_id,cammlr_region,longitude_epsg_4326,latitude_epsg_4326,common_name,day,month,year,season_starting,penguin_count,accuracy,count_type,vantage,reference
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,26,1,2010,2009,120,1,chicks,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,27,12,2010,2010,103,3,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,23,1,2013,2012,155,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,23,12,2012,2012,141,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,4,1,2014,2013,164,1,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,22,1,2015,2014,222,1,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,25,12,2015,2015,348,1,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,23,12,2016,2016,483,1,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,24,1,2018,2017,412,3,chicks,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,11,1,2019,2018,401,1,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,,,1954,1954,100,3,nests,,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""J. P. Croxall""  ""E. D. Kirkwood""  </sub>isbn [1] ""0856650714""  </sub>publisher [1] ""British Antarctic Survey""  </sub>title [1] ""{The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea}""  </sub>year [1] ""1979""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""croxall1979distribution"" attr( ""dateobj"") [1] ""1979-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,,1,1960,1959,300,5,nests,,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""J. P. Croxall""  ""E. D. Kirkwood""  </sub>isbn [1] ""0856650714""  </sub>publisher [1] ""British Antarctic Survey""  </sub>title [1] ""{The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea}""  </sub>year [1] ""1979""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""croxall1979distribution"" attr( ""dateobj"") [1] ""1979-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,9,12,1971,1971,1540,3,nests,,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""J. P. Croxall""  ""E. D. Kirkwood""  </sub>isbn [1] ""0856650714""  </sub>publisher [1] ""British Antarctic Survey""  </sub>title [1] ""{The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea}""  </sub>year [1] ""1979""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""croxall1979distribution"" attr( ""dateobj"") [1] ""1979-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,11,2,1975,1974,708,3,chicks,,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""J. P. Croxall""  ""E. D. Kirkwood""  </sub>isbn [1] ""0856650714""  </sub>publisher [1] ""British Antarctic Survey""  </sub>title [1] ""{The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea}""  </sub>year [1] ""1979""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""croxall1979distribution"" attr( ""dateobj"") [1] ""1979-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,22,12,1982,1982,987,1,nests,,"</sub>author [1] ""Sally Poncet""  ""J&eacute;r&ocirc;me Poncet""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""109--129""  </sub>title [1] ""{Censuses of penguin populations of the Antarctic Peninsula 1983-1987}""  </sub>volume [1] ""77""  </sub>year [1] ""1987""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""poncet1987censuses"" attr( ""dateobj"") [1] ""1987-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,,,1988,1988,1080,3,nests,,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""Eric J. Woehler""  </sub>publisher [1] ""Scientific Committee on Antarctic Research (SCAR)""  </sub>title [1] ""{The distribution and abundance of Antarctic and Subantarctic penguins}""  </sub>year [1] ""1993""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""woehler1993distribution"" attr( ""dateobj"") [1] ""1993-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,7,12,1994,1994,807,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,11,12,1994,1994,793,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,15,12,1994,1994,704,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,20,11,1995,1995,806,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,28,11,1995,1995,827,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,3,12,1995,1995,822,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,14,12,1995,1995,813,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,16,12,1995,1995,793,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,5,12,1996,1996,644,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,23,11,1997,1997,742,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,22,1,1999,1998,1135,1,chicks,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,20,1,2000,1999,935,1,chicks,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,14,1,2001,2000,926,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,23,1,2003,2002,661,1,chicks,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,10,12,2002,2002,485,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,24,1,2004,2003,731,1,chicks,ground,"</sub>author [1] ""Heather J. Lynch"" ""William F. Fagan"" ""Ron Naveen""        </sub>doi [1] ""10.1007/s00300-009-0726-y""  </sub>journal [1] ""Polar Biology""  </sub>number [1] ""4""  </sub>pages [1] ""493--503""  </sub>title [1] ""{Population trends and reproductive success at a frequently visited penguin colony on the western Antarctic Peninsula}""  </sub>volume [1] ""33""  </sub>year [1] ""2010""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1007/s00300-009-0726-y""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2010population"" attr( ""dateobj"") [1] ""2010-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,21,11,2003,2003,553,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""William F. Fagan"" ""Ron Naveen""        </sub>doi [1] ""10.1007/s00300-009-0726-y""  </sub>journal [1] ""Polar Biology""  </sub>number [1] ""4""  </sub>pages [1] ""493--503""  </sub>title [1] ""{Population trends and reproductive success at a frequently visited penguin colony on the western Antarctic Peninsula}""  </sub>volume [1] ""33""  </sub>year [1] ""2010""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1007/s00300-009-0726-y""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2010population"" attr( ""dateobj"") [1] ""2010-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,4,2,2005,2004,580,1,chicks,ground,"</sub>author [1] ""Heather J. Lynch"" ""William F. Fagan"" ""Ron Naveen""        </sub>doi [1] ""10.1007/s00300-009-0726-y""  </sub>journal [1] ""Polar Biology""  </sub>number [1] ""4""  </sub>pages [1] ""493--503""  </sub>title [1] ""{Population trends and reproductive success at a frequently visited penguin colony on the western Antarctic Peninsula}""  </sub>volume [1] ""33""  </sub>year [1] ""2010""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1007/s00300-009-0726-y""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2010population"" attr( ""dateobj"") [1] ""2010-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,21,11,2004,2004,532,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""William F. Fagan"" ""Ron Naveen""        </sub>doi [1] ""10.1007/s00300-009-0726-y""  </sub>journal [1] ""Polar Biology""  </sub>number [1] ""4""  </sub>pages [1] ""493--503""  </sub>title [1] ""{Population trends and reproductive success at a frequently visited penguin colony on the western Antarctic Peninsula}""  </sub>volume [1] ""33""  </sub>year [1] ""2010""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1007/s00300-009-0726-y""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2010population"" attr( ""dateobj"") [1] ""2010-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,27,1,2006,2005,589,1,chicks,ground,"</sub>author [1] ""Heather J. Lynch"" ""William F. Fagan"" ""Ron Naveen""        </sub>doi [1] ""10.1007/s00300-009-0726-y""  </sub>journal [1] ""Polar Biology""  </sub>number [1] ""4""  </sub>pages [1] ""493--503""  </sub>title [1] ""{Population trends and reproductive success at a frequently visited penguin colony on the western Antarctic Peninsula}""  </sub>volume [1] ""33""  </sub>year [1] ""2010""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1007/s00300-009-0726-y""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2010population"" attr( ""dateobj"") [1] ""2010-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,22,11,2005,2005,479,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""William F. Fagan"" ""Ron Naveen""        </sub>doi [1] ""10.1007/s00300-009-0726-y""  </sub>journal [1] ""Polar Biology""  </sub>number [1] ""4""  </sub>pages [1] ""493--503""  </sub>title [1] ""{Population trends and reproductive success at a frequently visited penguin colony on the western Antarctic Peninsula}""  </sub>volume [1] ""33""  </sub>year [1] ""2010""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1007/s00300-009-0726-y""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2010population"" attr( ""dateobj"") [1] ""2010-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,4,2,2007,2006,458,1,chicks,ground,"</sub>author [1] ""Heather J. Lynch"" ""William F. Fagan"" ""Ron Naveen""        </sub>doi [1] ""10.1007/s00300-009-0726-y""  </sub>journal [1] ""Polar Biology""  </sub>number [1] ""4""  </sub>pages [1] ""493--503""  </sub>title [1] ""{Population trends and reproductive success at a frequently visited penguin colony on the western Antarctic Peninsula}""  </sub>volume [1] ""33""  </sub>year [1] ""2010""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1007/s00300-009-0726-y""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2010population"" attr( ""dateobj"") [1] ""2010-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,21,11,2006,2006,410,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""William F. Fagan"" ""Ron Naveen""        </sub>doi [1] ""10.1007/s00300-009-0726-y""  </sub>journal [1] ""Polar Biology""  </sub>number [1] ""4""  </sub>pages [1] ""493--503""  </sub>title [1] ""{Population trends and reproductive success at a frequently visited penguin colony on the western Antarctic Peninsula}""  </sub>volume [1] ""33""  </sub>year [1] ""2010""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1007/s00300-009-0726-y""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2010population"" attr( ""dateobj"") [1] ""2010-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,30,1,2008,2007,434,1,chicks,ground,"</sub>author [1] ""Heather J. Lynch"" ""William F. Fagan"" ""Ron Naveen""        </sub>doi [1] ""10.1007/s00300-009-0726-y""  </sub>journal [1] ""Polar Biology""  </sub>number [1] ""4""  </sub>pages [1] ""493--503""  </sub>title [1] ""{Population trends and reproductive success at a frequently visited penguin colony on the western Antarctic Peninsula}""  </sub>volume [1] ""33""  </sub>year [1] ""2010""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1007/s00300-009-0726-y""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2010population"" attr( ""dateobj"") [1] ""2010-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,18,11,2007,2007,390,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""William F. Fagan"" ""Ron Naveen""        </sub>doi [1] ""10.1007/s00300-009-0726-y""  </sub>journal [1] ""Polar Biology""  </sub>number [1] ""4""  </sub>pages [1] ""493--503""  </sub>title [1] ""{Population trends and reproductive success at a frequently visited penguin colony on the western Antarctic Peninsula}""  </sub>volume [1] ""33""  </sub>year [1] ""2010""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1007/s00300-009-0726-y""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2010population"" attr( ""dateobj"") [1] ""2010-01-01 CST"""
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,12,1,2009,2008,438,1,chicks,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
